series_id,year,period,value,month,date,series_label,femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id,incidentYear,Avg Temperature (°C),CO2 Emissions (Tons/Capita),Sea Level Rise (mm),Rainfall (mm),Population,Renewable Energy (%),Extreme Weather Events,Forest Area (%)
LAUMT063108000000003,2015,M05,6.3,5,2015-05-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2015,M06,416913.0,6,2015-06-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2015,M06,6129797.0,6,2015-06-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2015,M06,6546710.0,6,2015-06-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2015,M06,6.4,6,2015-06-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2015,M07,6130874.0,7,2015-07-01,Number of Employed Persons,FM-5089-CA,5089.0,CA,FM,2015-07-17,2015.0,Fire,NORTH FIRE,False,False,True,True,2015-07-17,2015-07-21,False,6.0,71.0,99071.0,San Bernardino (County),15038.0,2015071801.0,9.0,W,2024-08-27T18:22:14.800Z,ca136898906f80b7ba9be1dd2547bfcb6039d46d,1a4ea4c2-205a-4060-8df7-f1f14981c84b,2015.0,10.6,14.9,1.1,2003.0,52552633.0,23.5,10.0,35.4
LAUMT063108000000004,2015,M07,437462.0,7,2015-07-01,Number of Unemployed Persons,FM-5089-CA,5089.0,CA,FM,2015-07-17,2015.0,Fire,NORTH FIRE,False,False,True,True,2015-07-17,2015-07-21,False,6.0,71.0,99071.0,San Bernardino (County),15038.0,2015071801.0,9.0,W,2024-08-27T18:22:14.800Z,ca136898906f80b7ba9be1dd2547bfcb6039d46d,1a4ea4c2-205a-4060-8df7-f1f14981c84b,2015.0,10.6,14.9,1.1,2003.0,52552633.0,23.5,10.0,35.4
LAUMT063108000000003,2015,M07,6.7,7,2015-07-01,Unemployment Rate (%),FM-5089-CA,5089.0,CA,FM,2015-07-17,2015.0,Fire,NORTH FIRE,False,False,True,True,2015-07-17,2015-07-21,False,6.0,71.0,99071.0,San Bernardino (County),15038.0,2015071801.0,9.0,W,2024-08-27T18:22:14.800Z,ca136898906f80b7ba9be1dd2547bfcb6039d46d,1a4ea4c2-205a-4060-8df7-f1f14981c84b,2015.0,10.6,14.9,1.1,2003.0,52552633.0,23.5,10.0,35.4
LAUMT063108000000006,2015,M07,6568336.0,7,2015-07-01,Total Labor Force,FM-5089-CA,5089.0,CA,FM,2015-07-17,2015.0,Fire,NORTH FIRE,False,False,True,True,2015-07-17,2015-07-21,False,6.0,71.0,99071.0,San Bernardino (County),15038.0,2015071801.0,9.0,W,2024-08-27T18:22:14.800Z,ca136898906f80b7ba9be1dd2547bfcb6039d46d,1a4ea4c2-205a-4060-8df7-f1f14981c84b,2015.0,10.6,14.9,1.1,2003.0,52552633.0,23.5,10.0,35.4
LAUMT063108000000003,2015,M08,6.2,8,2015-08-01,Unemployment Rate (%),FM-5093-CA,5093.0,CA,FM,2015-08-02,2015.0,Fire,ROCKY FIRE,False,False,True,True,2015-07-29,2015-08-15,False,6.0,33.0,99033.0,Lake (County),15049.0,2015080201.0,9.0,W,2024-08-27T18:22:14.800Z,9757ad2a027824754672ef7f0c92af61f3a0919d,5fccdd1d-b025-4ece-8d04-504bd7b2fbd3,2015.0,26.5,5.5,2.7,938.0,1377728769.0,44.3,13.0,63.0
LAUMT063108000000004,2015,M08,405136.0,8,2015-08-01,Number of Unemployed Persons,FM-5093-CA,5093.0,CA,FM,2015-08-02,2015.0,Fire,ROCKY FIRE,False,False,True,True,2015-07-29,2015-08-15,False,6.0,33.0,99033.0,Lake (County),15049.0,2015080201.0,9.0,W,2024-08-27T18:22:14.800Z,9757ad2a027824754672ef7f0c92af61f3a0919d,5fccdd1d-b025-4ece-8d04-504bd7b2fbd3,2015.0,26.5,5.5,2.7,938.0,1377728769.0,44.3,13.0,63.0
LAUMT063108000000006,2015,M08,6513144.0,8,2015-08-01,Total Labor Force,FM-5093-CA,5093.0,CA,FM,2015-08-02,2015.0,Fire,ROCKY FIRE,False,False,True,True,2015-07-29,2015-08-15,False,6.0,33.0,99033.0,Lake (County),15049.0,2015080201.0,9.0,W,2024-08-27T18:22:14.800Z,9757ad2a027824754672ef7f0c92af61f3a0919d,5fccdd1d-b025-4ece-8d04-504bd7b2fbd3,2015.0,26.5,5.5,2.7,938.0,1377728769.0,44.3,13.0,63.0
LAUMT063108000000005,2015,M08,6108008.0,8,2015-08-01,Number of Employed Persons,FM-5093-CA,5093.0,CA,FM,2015-08-02,2015.0,Fire,ROCKY FIRE,False,False,True,True,2015-07-29,2015-08-15,False,6.0,33.0,99033.0,Lake (County),15049.0,2015080201.0,9.0,W,2024-08-27T18:22:14.800Z,9757ad2a027824754672ef7f0c92af61f3a0919d,5fccdd1d-b025-4ece-8d04-504bd7b2fbd3,2015.0,26.5,5.5,2.7,938.0,1377728769.0,44.3,13.0,63.0
LAUMT063108000000006,2015,M09,6534571.0,9,2015-09-01,Total Labor Force,DR-4240-CA,4240.0,CA,DR,2015-09-22,2015.0,Fire,VALLEY FIRE AND BUTTE FIRE,True,False,True,True,2015-09-09,2015-10-30,False,6.0,9.0,99009.0,Calaveras (County),15076.0,2015091301.0,9.0,W,2024-08-27T18:22:14.800Z,5b4c899b527a9ce6142e1242982a50c098dd89d5,e59523fe-72f5-4784-8935-eee8cffc765f,2015.0,26.5,5.5,2.7,938.0,1377728769.0,44.3,13.0,63.0
LAUMT063108000000003,2015,M09,5.7,9,2015-09-01,Unemployment Rate (%),DR-4240-CA,4240.0,CA,DR,2015-09-22,2015.0,Fire,VALLEY FIRE AND BUTTE FIRE,True,False,True,True,2015-09-09,2015-10-30,False,6.0,9.0,99009.0,Calaveras (County),15076.0,2015091301.0,9.0,W,2024-08-27T18:22:14.800Z,5b4c899b527a9ce6142e1242982a50c098dd89d5,e59523fe-72f5-4784-8935-eee8cffc765f,2015.0,26.5,5.5,2.7,938.0,1377728769.0,44.3,13.0,63.0
LAUMT063108000000004,2015,M09,371445.0,9,2015-09-01,Number of Unemployed Persons,DR-4240-CA,4240.0,CA,DR,2015-09-22,2015.0,Fire,VALLEY FIRE AND BUTTE FIRE,True,False,True,True,2015-09-09,2015-10-30,False,6.0,9.0,99009.0,Calaveras (County),15076.0,2015091301.0,9.0,W,2024-08-27T18:22:14.800Z,5b4c899b527a9ce6142e1242982a50c098dd89d5,e59523fe-72f5-4784-8935-eee8cffc765f,2015.0,26.5,5.5,2.7,938.0,1377728769.0,44.3,13.0,63.0
LAUMT063108000000005,2015,M09,6163126.0,9,2015-09-01,Number of Employed Persons,DR-4240-CA,4240.0,CA,DR,2015-09-22,2015.0,Fire,VALLEY FIRE AND BUTTE FIRE,True,False,True,True,2015-09-09,2015-10-30,False,6.0,9.0,99009.0,Calaveras (County),15076.0,2015091301.0,9.0,W,2024-08-27T18:22:14.800Z,5b4c899b527a9ce6142e1242982a50c098dd89d5,e59523fe-72f5-4784-8935-eee8cffc765f,2015.0,26.5,5.5,2.7,938.0,1377728769.0,44.3,13.0,63.0
LAUMT063108000000003,2015,M10,5.5,10,2015-10-01,Unemployment Rate (%),FM-5112-CA,5112.0,CA,FM,2015-09-13,2015.0,Fire,VALLEY FIRE,False,False,True,True,2015-09-12,2015-10-05,False,6.0,33.0,99033.0,Lake (County),15073.0,2015091301.0,9.0,W,2024-08-27T18:22:14.800Z,97cb241219887c448eb8acbab0752f26b0a73300,82bd76dc-f64b-4b5e-9349-ed8561a9eedd,2015.0,28.8,0.6,2.2,2382.0,204172325.0,9.9,8.0,27.5
LAUMT063108000000006,2015,M10,6538494.0,10,2015-10-01,Total Labor Force,FM-5112-CA,5112.0,CA,FM,2015-09-13,2015.0,Fire,VALLEY FIRE,False,False,True,True,2015-09-12,2015-10-05,False,6.0,33.0,99033.0,Lake (County),15073.0,2015091301.0,9.0,W,2024-08-27T18:22:14.800Z,97cb241219887c448eb8acbab0752f26b0a73300,82bd76dc-f64b-4b5e-9349-ed8561a9eedd,2015.0,28.8,0.6,2.2,2382.0,204172325.0,9.9,8.0,27.5
LAUMT063108000000004,2015,M10,362609.0,10,2015-10-01,Number of Unemployed Persons,FM-5112-CA,5112.0,CA,FM,2015-09-13,2015.0,Fire,VALLEY FIRE,False,False,True,True,2015-09-12,2015-10-05,False,6.0,33.0,99033.0,Lake (County),15073.0,2015091301.0,9.0,W,2024-08-27T18:22:14.800Z,97cb241219887c448eb8acbab0752f26b0a73300,82bd76dc-f64b-4b5e-9349-ed8561a9eedd,2015.0,28.8,0.6,2.2,2382.0,204172325.0,9.9,8.0,27.5
LAUMT063108000000005,2015,M10,6175885.0,10,2015-10-01,Number of Employed Persons,FM-5112-CA,5112.0,CA,FM,2015-09-13,2015.0,Fire,VALLEY FIRE,False,False,True,True,2015-09-12,2015-10-05,False,6.0,33.0,99033.0,Lake (County),15073.0,2015091301.0,9.0,W,2024-08-27T18:22:14.800Z,97cb241219887c448eb8acbab0752f26b0a73300,82bd76dc-f64b-4b5e-9349-ed8561a9eedd,2015.0,28.8,0.6,2.2,2382.0,204172325.0,9.9,8.0,27.5
LAUMT063108000000005,2015,M11,6221142.0,11,2015-11-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2015,M11,5.3,11,2015-11-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2015,M11,6570806.0,11,2015-11-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2015,M11,349664.0,11,2015-11-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2015,M12,6534975.0,12,2015-12-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2015,M12,6199843.0,12,2015-12-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2015,M12,335132.0,12,2015-12-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2015,M12,5.1,12,2015-12-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2016,M01,5.4,1,2016-01-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2016,M01,6551369.0,1,2016-01-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2016,M01,6199703.0,1,2016-01-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2016,M01,351666.0,1,2016-01-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2016,M02,340156.0,2,2016-02-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2016,M02,6260713.0,2,2016-02-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2016,M02,5.2,2,2016-02-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2016,M02,6600869.0,2,2016-02-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2016,M03,6274572.0,3,2016-03-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2016,M03,5.0,3,2016-03-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2016,M03,331848.0,3,2016-03-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2016,M03,6606420.0,3,2016-03-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2016,M04,313944.0,4,2016-04-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2016,M04,6275055.0,4,2016-04-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2016,M04,4.8,4,2016-04-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2016,M04,6588999.0,4,2016-04-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2016,M05,6578115.0,5,2016-05-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2016,M05,4.5,5,2016-05-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2016,M05,6279664.0,5,2016-05-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2016,M05,298451.0,5,2016-05-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2016,M06,6244288.0,6,2016-06-01,Number of Employed Persons,FM-5124-CA,5124.0,CA,FM,2016-06-05,2016.0,Fire,OLD FIRE,False,False,True,True,2016-06-04,2016-06-10,False,6.0,37.0,99037.0,Los Angeles (County),16044.0,2016060501.0,9.0,W,2024-08-27T18:22:14.800Z,17543501e17fb8fd210a2a93bdba403685a3b6e3,ff91306e-ad56-4a89-99bd-1b102e001b44,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000003,2016,M06,5.2,6,2016-06-01,Unemployment Rate (%),FM-5124-CA,5124.0,CA,FM,2016-06-05,2016.0,Fire,OLD FIRE,False,False,True,True,2016-06-04,2016-06-10,False,6.0,37.0,99037.0,Los Angeles (County),16044.0,2016060501.0,9.0,W,2024-08-27T18:22:14.800Z,17543501e17fb8fd210a2a93bdba403685a3b6e3,ff91306e-ad56-4a89-99bd-1b102e001b44,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000004,2016,M06,340827.0,6,2016-06-01,Number of Unemployed Persons,FM-5124-CA,5124.0,CA,FM,2016-06-05,2016.0,Fire,OLD FIRE,False,False,True,True,2016-06-04,2016-06-10,False,6.0,37.0,99037.0,Los Angeles (County),16044.0,2016060501.0,9.0,W,2024-08-27T18:22:14.800Z,17543501e17fb8fd210a2a93bdba403685a3b6e3,ff91306e-ad56-4a89-99bd-1b102e001b44,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000006,2016,M06,6585115.0,6,2016-06-01,Total Labor Force,FM-5124-CA,5124.0,CA,FM,2016-06-05,2016.0,Fire,OLD FIRE,False,False,True,True,2016-06-04,2016-06-10,False,6.0,37.0,99037.0,Los Angeles (County),16044.0,2016060501.0,9.0,W,2024-08-27T18:22:14.800Z,17543501e17fb8fd210a2a93bdba403685a3b6e3,ff91306e-ad56-4a89-99bd-1b102e001b44,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000005,2016,M07,6281832.0,7,2016-07-01,Number of Employed Persons,FM-5131-CA,5131.0,CA,FM,2016-06-24,2016.0,Fire,ERSKINE FIRE,False,False,True,False,2016-06-23,2016-07-06,False,6.0,29.0,99029.0,Kern (County),16053.0,2016062401.0,9.0,W,2024-08-27T18:22:14.800Z,bc42dbcfd7e7546dc49c031a23925f25f987b5f9,8443955d-ae2a-4b0e-af5f-e50495d6a344,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000004,2016,M07,366086.0,7,2016-07-01,Number of Unemployed Persons,FM-5131-CA,5131.0,CA,FM,2016-06-24,2016.0,Fire,ERSKINE FIRE,False,False,True,False,2016-06-23,2016-07-06,False,6.0,29.0,99029.0,Kern (County),16053.0,2016062401.0,9.0,W,2024-08-27T18:22:14.800Z,bc42dbcfd7e7546dc49c031a23925f25f987b5f9,8443955d-ae2a-4b0e-af5f-e50495d6a344,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000006,2016,M07,6647918.0,7,2016-07-01,Total Labor Force,FM-5131-CA,5131.0,CA,FM,2016-06-24,2016.0,Fire,ERSKINE FIRE,False,False,True,False,2016-06-23,2016-07-06,False,6.0,29.0,99029.0,Kern (County),16053.0,2016062401.0,9.0,W,2024-08-27T18:22:14.800Z,bc42dbcfd7e7546dc49c031a23925f25f987b5f9,8443955d-ae2a-4b0e-af5f-e50495d6a344,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000003,2016,M07,5.5,7,2016-07-01,Unemployment Rate (%),FM-5131-CA,5131.0,CA,FM,2016-06-24,2016.0,Fire,ERSKINE FIRE,False,False,True,False,2016-06-23,2016-07-06,False,6.0,29.0,99029.0,Kern (County),16053.0,2016062401.0,9.0,W,2024-08-27T18:22:14.800Z,bc42dbcfd7e7546dc49c031a23925f25f987b5f9,8443955d-ae2a-4b0e-af5f-e50495d6a344,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000004,2016,M08,356911.0,8,2016-08-01,Number of Unemployed Persons,FM-5140-CA,5140.0,CA,FM,2016-07-31,2016.0,Fire,GOOSE FIRE,False,False,True,False,2016-07-30,2016-08-08,False,6.0,19.0,99019.0,Fresno (County),16068.0,2016073101.0,9.0,W,2024-08-27T18:22:14.800Z,c1c378402b05557851135613021331dd2742e086,72bdf29c-c50f-408c-935f-c0db13306126,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000003,2016,M08,5.4,8,2016-08-01,Unemployment Rate (%),FM-5140-CA,5140.0,CA,FM,2016-07-31,2016.0,Fire,GOOSE FIRE,False,False,True,False,2016-07-30,2016-08-08,False,6.0,19.0,99019.0,Fresno (County),16068.0,2016073101.0,9.0,W,2024-08-27T18:22:14.800Z,c1c378402b05557851135613021331dd2742e086,72bdf29c-c50f-408c-935f-c0db13306126,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000006,2016,M08,6611869.0,8,2016-08-01,Total Labor Force,FM-5140-CA,5140.0,CA,FM,2016-07-31,2016.0,Fire,GOOSE FIRE,False,False,True,False,2016-07-30,2016-08-08,False,6.0,19.0,99019.0,Fresno (County),16068.0,2016073101.0,9.0,W,2024-08-27T18:22:14.800Z,c1c378402b05557851135613021331dd2742e086,72bdf29c-c50f-408c-935f-c0db13306126,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000005,2016,M08,6254958.0,8,2016-08-01,Number of Employed Persons,FM-5140-CA,5140.0,CA,FM,2016-07-31,2016.0,Fire,GOOSE FIRE,False,False,True,False,2016-07-30,2016-08-08,False,6.0,19.0,99019.0,Fresno (County),16068.0,2016073101.0,9.0,W,2024-08-27T18:22:14.800Z,c1c378402b05557851135613021331dd2742e086,72bdf29c-c50f-408c-935f-c0db13306126,2016.0,16.9,18.8,3.8,653.0,818022751.0,33.5,4.0,65.6
LAUMT063108000000003,2016,M09,5.2,9,2016-09-01,Unemployment Rate (%),FM-5150-CA,5150.0,CA,FM,2016-08-22,2016.0,Fire,CEDAR FIRE,False,False,True,False,2016-08-16,2016-09-08,False,6.0,29.0,99029.0,Kern (County),16084.0,2016082203.0,9.0,W,2024-08-27T18:22:14.800Z,956749defaafcd3d2ecfa3c87acc26968e0f34ac,9f5c6542-be76-4716-b422-5e73eb7827ae,2016.0,34.6,5.0,4.6,2670.0,1041486581.0,34.2,13.0,12.2
LAUMT063108000000004,2016,M09,344643.0,9,2016-09-01,Number of Unemployed Persons,FM-5150-CA,5150.0,CA,FM,2016-08-22,2016.0,Fire,CEDAR FIRE,False,False,True,False,2016-08-16,2016-09-08,False,6.0,29.0,99029.0,Kern (County),16084.0,2016082203.0,9.0,W,2024-08-27T18:22:14.800Z,956749defaafcd3d2ecfa3c87acc26968e0f34ac,9f5c6542-be76-4716-b422-5e73eb7827ae,2016.0,34.6,5.0,4.6,2670.0,1041486581.0,34.2,13.0,12.2
LAUMT063108000000006,2016,M09,6677334.0,9,2016-09-01,Total Labor Force,FM-5150-CA,5150.0,CA,FM,2016-08-22,2016.0,Fire,CEDAR FIRE,False,False,True,False,2016-08-16,2016-09-08,False,6.0,29.0,99029.0,Kern (County),16084.0,2016082203.0,9.0,W,2024-08-27T18:22:14.800Z,956749defaafcd3d2ecfa3c87acc26968e0f34ac,9f5c6542-be76-4716-b422-5e73eb7827ae,2016.0,34.6,5.0,4.6,2670.0,1041486581.0,34.2,13.0,12.2
LAUMT063108000000005,2016,M09,6332691.0,9,2016-09-01,Number of Employed Persons,FM-5150-CA,5150.0,CA,FM,2016-08-22,2016.0,Fire,CEDAR FIRE,False,False,True,False,2016-08-16,2016-09-08,False,6.0,29.0,99029.0,Kern (County),16084.0,2016082203.0,9.0,W,2024-08-27T18:22:14.800Z,956749defaafcd3d2ecfa3c87acc26968e0f34ac,9f5c6542-be76-4716-b422-5e73eb7827ae,2016.0,34.6,5.0,4.6,2670.0,1041486581.0,34.2,13.0,12.2
LAUMT063108000000005,2016,M10,6319094.0,10,2016-10-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2016,M10,332794.0,10,2016-10-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2016,M10,5.0,10,2016-10-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2016,M10,6651888.0,10,2016-10-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2016,M11,6664551.0,11,2016-11-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2016,M11,6355050.0,11,2016-11-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2016,M11,4.6,11,2016-11-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2016,M11,309501.0,11,2016-11-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2016,M12,6631964.0,12,2016-12-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2016,M12,302379.0,12,2016-12-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2016,M12,6329585.0,12,2016-12-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2016,M12,4.6,12,2016-12-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2017,M01,5.0,1,2017-01-01,Unemployment Rate (%),DR-4301-CA,4301.0,CA,DR,2017-02-14,2017.0,Severe Storm,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-01-03,2017-01-12,False,6.0,87.0,99087.0,Santa Cruz (County),17015.0,2017010501.0,9.0,W,2024-08-27T18:22:14.800Z,31a3ad18bbfc8e7cc3a37301ed40281d56c889f9,c25b1131-3ee7-4650-a159-b9773cde82b8,2017.0,,,,,,,,
LAUMT063108000000006,2017,M01,6663933.0,1,2017-01-01,Total Labor Force,DR-4301-CA,4301.0,CA,DR,2017-02-14,2017.0,Severe Storm,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-01-03,2017-01-12,False,6.0,87.0,99087.0,Santa Cruz (County),17015.0,2017010501.0,9.0,W,2024-08-27T18:22:14.800Z,31a3ad18bbfc8e7cc3a37301ed40281d56c889f9,c25b1131-3ee7-4650-a159-b9773cde82b8,2017.0,,,,,,,,
LAUMT063108000000004,2017,M01,333373.0,1,2017-01-01,Number of Unemployed Persons,DR-4301-CA,4301.0,CA,DR,2017-02-14,2017.0,Severe Storm,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-01-03,2017-01-12,False,6.0,87.0,99087.0,Santa Cruz (County),17015.0,2017010501.0,9.0,W,2024-08-27T18:22:14.800Z,31a3ad18bbfc8e7cc3a37301ed40281d56c889f9,c25b1131-3ee7-4650-a159-b9773cde82b8,2017.0,,,,,,,,
LAUMT063108000000005,2017,M01,6330560.0,1,2017-01-01,Number of Employed Persons,DR-4301-CA,4301.0,CA,DR,2017-02-14,2017.0,Severe Storm,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-01-03,2017-01-12,False,6.0,87.0,99087.0,Santa Cruz (County),17015.0,2017010501.0,9.0,W,2024-08-27T18:22:14.800Z,31a3ad18bbfc8e7cc3a37301ed40281d56c889f9,c25b1131-3ee7-4650-a159-b9773cde82b8,2017.0,,,,,,,,
LAUMT063108000000004,2017,M02,320287.0,2,2017-02-01,Number of Unemployed Persons,DR-4308-CA,4308.0,CA,DR,2017-04-01,2017.0,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01,2017-02-23,False,6.0,93.0,99093.0,Siskiyou (County),17031.0,2017020901.0,9.0,W,2024-08-27T18:22:14.800Z,3ae3aa7f9a909398794561970fc84c413549b342,a6b3b092-589e-4349-a01e-40b03e19c82b,2017.0,,,,,,,,
LAUMT063108000000006,2017,M02,6718247.0,2,2017-02-01,Total Labor Force,DR-4308-CA,4308.0,CA,DR,2017-04-01,2017.0,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01,2017-02-23,False,6.0,93.0,99093.0,Siskiyou (County),17031.0,2017020901.0,9.0,W,2024-08-27T18:22:14.800Z,3ae3aa7f9a909398794561970fc84c413549b342,a6b3b092-589e-4349-a01e-40b03e19c82b,2017.0,,,,,,,,
LAUMT063108000000003,2017,M02,4.8,2,2017-02-01,Unemployment Rate (%),DR-4308-CA,4308.0,CA,DR,2017-04-01,2017.0,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01,2017-02-23,False,6.0,93.0,99093.0,Siskiyou (County),17031.0,2017020901.0,9.0,W,2024-08-27T18:22:14.800Z,3ae3aa7f9a909398794561970fc84c413549b342,a6b3b092-589e-4349-a01e-40b03e19c82b,2017.0,,,,,,,,
